"","plantid","shootmass","leafnum","stolonnum","nodulenum","MassofNodules","NodulesinTube","meannodulemass","totalnodulemass","Chlor","Harvester","Harvestdate","Harvestday","strain","nitrogen","field","plot","plantspori","plantpopori","plantsprear","plantpoprear","type"
"160",266,0.42,21,5,186,0.0266,103,0.000258252,0.048034951,44.1,"DW","21-Jan",8,"837","Control","3","3A","T. hybridum","Russia","T. repens","Idaho","treat"
"161",267,0.52,19,4,580,0.0845,200,0.0004225,0.24505,36.7,"JL","19-Jan",6,"61","Nitrogen","5","5B","T. pratense","Germany","T. pratense","Greece","treat"
"162",269,0.2,9,2,115,0.0116,100,0.000116,0.01334,13,"JL","19-Jan",6,"262","Nitrogen","2","2B","T. repens","Idaho","T. hybridum","Russia","treat"
"163",270,0.73,21,3,547,0.0298,100,0.000298,0.163006,NA,"MH","19-Jan",6,"460","Control","3","3A","T. repens","Chile","T. hybridum","Colorado","treat"
"164",272,0.71,17,1,88,0.0074,88,8.41e-05,0.0074,45.2,"KK","21-Jan",8,"758","Control","1","1A","T. repens","Idaho","T. hybridum","Colorado","treat"
"165",278,0.69,7,1,315,0.0264,100,0.000264,0.08316,51.5,"JL","21-Jan",8,"651","Nitrogen","6","6B","T. hybridum","Russia","T. pratense","Pennsylvania","treat"
"166",281,0.12,5,1,155,0.0024,45,5.33e-05,0.008266667,15,"JL","19-Jan",6,"699","Nitrogen","5","5B","T. repens","Chile","T. hybridum","Colorado","treat"
"167",282,0.52,30,4,157,0.0049,100,4.9e-05,0.007693,36.3,"MH","19-Jan",6,"308","Control","6","6A","T. pratense","Pennsylvania","T. repens","Idaho","treat"
"168",284,0.47,30,5,265,0.0196,100,0.000196,0.05194,40.7,"JL","21-Jan",8,"113","Control","6","6A","T. hybridum","Colorado","T. repens","Idaho","treat"
"169",285,0.47,19,4,99,0.0298,99,0.00030101,0.0298,58.9,"JL","21-Jan",8,"74","Control","1","1A","T. hybridum","Russia","T. hybridum","Russia","treat"
"170",288,0.52,19,4,126,0.1466,126,0.001163492,0.1466,35.2,"JL","21-Jan",8,"475","Nitrogen","4","4B","T. repens","Idaho","T. repens","Chile","treat"
"171",289,0.63,36,4,185,0.0098,100,9.8e-05,0.01813,48.2,"JL","21-Jan",8,"651","Nitrogen","6","6B","T. hybridum","Russia","T. repens","Idaho","treat"
"172",290,0.7,53,7,235,0.0413,100,0.000413,0.097055,40.2,"JL","21-Jan",8,"596","Nitrogen","1","1B","T. repens","Idaho","T. repens","Idaho","treat"
"173",291,0.24,5,1,862,0.0086,104,8.27e-05,0.071280769,23.3,"DW","22-Jan",9,"859","Nitrogen","4","4B","T. repens","Chile","T. pratense","Greece","treat"
"174",292,0.18,10,1,372,0.0019,101,1.88e-05,0.00699802,18.4,"DW","22-Jan",9,"344","Control","6","6A","T. pratense","Greece","T. hybridum","Russia","treat"
"175",293,0.6,8,1,161,0.0114,101,0.000112871,0.018172277,49.5,"DW","22-Jan",9,"717","Nitrogen","6","6B","T. pratense","Greece","T. pratense","Pennsylvania","treat"
"176",300,0.41,7,1,220,0.0123,108,0.000113889,0.025055556,44.4,"DW","22-Jan",9,"415","Control","3","3A","T. repens","Idaho","T. pratense","Pennsylvania","treat"
"177",301,0.11,5,1,248,0.0063,105,6e-05,0.01488,15.1,"DW","22-Jan",9,"381","Nitrogen","3","3B","T. repens","Chile","T. hybridum","Russia","treat"
"178",303,0.81,38,3,283,0.0433,105,0.000412381,0.11670381,43.9,"DW","22-Jan",9,"173","Control","2","2A","T. repens","Chile","T. repens","Idaho","treat"
"179",304,0.87,67,7,163,0.0594,118,0.00050339,0.082052542,52.8,"JL","22-Jan",9,"859","Nitrogen","4","4B","T. repens","Chile","T. repens","Idaho","treat"
"180",305,0.66,38,6,185,0.0297,100,0.000297,0.054945,48.2,"JL","22-Jan",9,"209","Nitrogen","6","6B","T. hybridum","Greece","T. repens","Chile","treat"
"181",306,0.53,18,4,95,0.0364,95,0.000383158,0.0364,48.3,"JL","22-Jan",9,"56","Nitrogen","5","5B","T. repens","Idaho","T. hybridum","Russia","treat"
"182",307,0.73,12,2,378,0.016,162,9.88e-05,0.037333333,54.8,"MH","23-Jan",10,"706","Control","4","4A","T. hybridum","Colorado","T. pratense","Pennsylvania","treat"
"183",308,0.73,32,4,349,0.0271,100,0.000271,0.094579,42.6,"MH","23-Jan",10,"328","Nitrogen","2","2B","T. pratense","Greece","T. hybridum","Colorado","treat"
"184",309,0.65,21,3,87,0.0034,87,3.91e-05,0.0034,37.5,"JL","22-Jan",9,"859","Nitrogen","4","4B","T. repens","Chile","T. hybridum","Colorado","treat"
"185",310,0.45,17,1,191,0.0551,102,0.000540196,0.103177451,42.8,"DW","22-Jan",9,"717","Nitrogen","6","6B","T. pratense","Greece","T. hybridum","Russia","treat"
"186",312,0.08,8,1,156,0.0141,100,0.000141,0.021996,21.4,"JL","22-Jan",9,"729","Control","1","1A","T. hybridum","Colorado","T. hybridum","Colorado","treat"
"187",313,0.04,7,1,38,0.0081,38,0.000213158,0.0081,NA,"JL","22-Jan",9,"538","Nitrogen","1","1B","T. hybridum","Russia","T. repens","Idaho","treat"
"188",314,0.31,10,1,145,0.0184,100,0.000184,0.02668,39.5,"JL","22-Jan",9,"74","Control","1","1A","T. hybridum","Russia","T. pratense","Greece","treat"
"189",317,0.23,13,1,133,0.0754,100,0.000754,0.100282,32.2,"JL","22-Jan",9,"643","Nitrogen","2","2B","T. pratense","Greece","T. hybridum","Russia","treat"
"190",318,0.84,32,5,65,0.0354,65,0.000544615,0.0354,48.3,"JL","22-Jan",9,"499","Control","3","3A","T. pratense","Pennsylvania","T. hybridum","Colorado","treat"
"191",320,0.63,43,5,330,0.0383,100,0.000383,0.12639,36.6,"MH","23-Jan",10,"231","Nitrogen","6","6B","T. repens","France","T. repens","Idaho","treat"
"192",323,0.04,5,1,10,0.0142,10,0.00142,0.0142,13,"JL","22-Jan",9,"3","Control","6","6A","T. repens","Idaho","T. hybridum","Russia","treat"
"193",324,0.07,5,1,2,0.0081,2,0.00405,0.0081,18.9,"JL","22-Jan",9,"643","Nitrogen","2","2B","T. pratense","Greece","T. repens","Chile","treat"
"194",325,0.8,17,3,295,0.0162,100,0.000162,0.04779,51.7,"JL","22-Jan",9,"729","Control","1","1A","T. hybridum","Colorado","T. pratense","Pennsylvania","treat"
"195",326,0.25,24,4,325,0.0249,100,0.000249,0.080925,39.3,"JL","22-Jan",9,"901","Control","2","2A","T. repens","Idaho","T. repens","Idaho","treat"
"196",328,0.45,20,2,50,0.0336,50,0.000672,0.0336,46,"MH","23-Jan",10,"559","Control","4","4A","T. pratense","Pennsylvania","T. hybridum","Colorado","treat"
"197",330,0.56,25,4,117,0.0345,117,0.000294872,0.0345,52.1,"DW","23-Jan",10,"74","Control","1","1A","T. hybridum","Russia","T. repens","Idaho","treat"
"198",331,0.56,37,3,94,0.032,94,0.000340426,0.032,55.7,"DW","23-Jan",10,"325","Control","4","4A","T. repens","Chile","T. repens","Idaho","treat"
"199",332,0.74,10,1,197,0.0594,100,0.000594,0.117018,46.4,"DW","23-Jan",10,"527","Nitrogen","3","3B","T. pratense","Greece","T. pratense","Pennsylvania","treat"
"200",333,0.43,14,1,244,0.0396,106,0.000373585,0.091154717,41,"DW","23-Jan",10,"209","Nitrogen","6","6B","T. hybridum","Greece","T. pratense","Greece","treat"
"201",334,0.17,14,1,137,0.0582,101,0.000576238,0.078944554,29.3,"DW","23-Jan",10,"40","Nitrogen","3","3B","T. repens","Idaho","T. hybridum","Colorado","treat"
"202",335,0.58,28,3,248,0.0285,101,0.000282178,0.069980198,48.7,"DW","23-Jan",10,"499","Control","3","3A","T. pratense","Pennsylvania","T. hybridum","Colorado","treat"
"203",336,0.17,15,2,122,0.0409,102,0.00040098,0.048919608,33.1,"DW","23-Jan",10,"559","Control","4","4A","T. pratense","Pennsylvania","T. repens","Idaho","treat"
"204",338,0.4,7,1,245,0.0182,100,0.000182,0.04459,39.7,"JL","23-Jan",10,"729","Control","1","1A","T. hybridum","Colorado","T. pratense","Greece","treat"
"205",339,0.57,10,1,112,0.033,100,0.00033,0.03696,50.6,"JL","23-Jan",10,"318","Control","2","2A","T. pratense","Pennsylvania","T. pratense","Pennsylvania","treat"
"206",342,0.06,5,1,80,NA,80,NA,NA,5,"JL","23-Jan",10,"796","Nitrogen","2","2B","T. hybridum","Russia","T. hybridum","Russia","treat"
"207",343,0.21,9,1,160,0.0398,100,0.000398,0.06368,44.8,"JL","23-Jan",10,"145","Control","3","3A","T. pratense","Greece","T. hybridum","Russia","treat"
"208",346,1.3,20,3,205,0.0401,100,0.000401,0.082205,52,"JL","23-Jan",10,"100","Control","5","5A","T. hybridum","Russia","T. pratense","Pennsylvania","treat"
"209",347,0.41,9,1,51,0.0581,51,0.001139216,0.0581,53.1,"JL","23-Jan",10,"773","Nitrogen","4","4B","T. pratense","Greece","T. pratense","Pennsylvania","treat"
"210",349,0.82,10,1,110,0.0477,100,0.000477,0.05247,54.1,"JL","23-Jan",10,"717","Nitrogen","6","6B","T. pratense","Greece","T. pratense","Pennsylvania","treat"
"211",351,0.58,29,4,66,0.0163,66,0.00024697,0.0163,41.7,"JL","23-Jan",10,"758","Control","1","1A","T. repens","Idaho","T. hybridum","Colorado","treat"
"212",352,0.59,18,3,115,0.0422,100,0.000422,0.04853,49.4,"JL","23-Jan",10,"499","Control","3","3A","T. pratense","Pennsylvania","T. hybridum","Russia","treat"
"213",353,0.13,7,1,250,NA,100,NA,NA,31,"JL","23-Jan",10,"577","Nitrogen","3","3B","T. hybridum","Colorado","T. hybridum","Colorado","treat"
"214",354,0.67,13,2,310,0.028,100,0.00028,0.0868,39.8,"JL","23-Jan",10,"449","Control","2","2A","T. hybridum","Russia","T. pratense","Greece","treat"
"215",355,0.47,19,3,150,0.0483,100,0.000483,0.07245,45,"JL","23-Jan",10,"145","Control","3","3A","T. pratense","Greece","T. hybridum","Colorado","treat"
"216",356,0.89,12,1,300,0.016,100,0.00016,0.048,46,"JL","23-Jan",10,"651","Nitrogen","6","6B","T. hybridum","Russia","T. pratense","Pennsylvania","treat"
"217",357,0.41,12,2,255,0.0455,100,0.000455,0.116025,37.4,"JL","23-Jan",10,"460","Control","3","3A","T. repens","Chile","T. pratense","Greece","treat"
"218",361,0.37,16,4,175,0.0328,100,0.000328,0.0574,49,"JL","23-Jan",10,"758","Control","1","1A","T. repens","Idaho","T. hybridum","Russia","treat"
"219",364,0.8,36,4,756,0.0175,100,0.000175,0.1323,47,"DW","24-Jan",11,"415","Control","3","3A","T. repens","Idaho","T. hybridum","Colorado","treat"
"220",365,0.88,38,4,304,0.0457,106,0.000431132,0.131064151,47.5,"DW","24-Jan",11,"231","Nitrogen","6","6B","T. repens","France","T. repens","Idaho","treat"
"221",369,0.96,17,1,327,0.0594,105,0.000565714,0.184988571,44.1,"DW","24-Jan",11,"209","Nitrogen","6","6B","T. hybridum","Greece","T. pratense","Pennsylvania","treat"
"222",370,0.96,16,1,407,0.0407,101,0.00040297,0.164008911,50.3,"DW","24-Jan",11,"100","Control","5","5A","T. hybridum","Russia","T. pratense","Greece","treat"
"223",371,0.7,13,3,84,0.0313,84,0.000372619,0.0313,49.2,"DW","24-Jan",11,"493","Control","5","5A","T. pratense","Greece","T. hybridum","Colorado","treat"
"224",372,0.78,58,9,158,0.0327,100,0.000327,0.051666,40.9,"JL","24-Jan",11,"475","Nitrogen","4","4B","T. repens","Idaho","T. repens","Idaho","treat"
"225",374,0.75,30,1,279,0.0126,102,0.000123529,0.034464706,53.3,"MH","24-Jan",11,"762","Nitrogen","5","5B","T. pratense","Greece","T. hybridum","Colorado","treat"
"226",375,0.7,17,2,185,0.041,100,0.00041,0.07585,46.9,"JL","24-Jan",11,"636","Control","1","1A","T. repens","Chile","T. pratense","Greece","treat"
"227",377,0.6,19,1,188,0.0158,100,0.000158,0.029704,41.9,"MH","24-Jan",11,"381","Nitrogen","3","3B","T. repens","Chile","T. hybridum","Colorado","treat"
"228",380,1.01,14,1,267,0.0285,100,0.000285,0.076095,52.1,"DW","24-Jan",11,"155","Control","4","4A","T. pratense","Greece","T. pratense","Pennsylvania","treat"
"229",383,0.57,15,2,110,0.0322,110,0.000292727,0.0322,53.5,"DW","24-Jan",11,"636","Control","1","1A","T. repens","Chile","T. repens","Chile","treat"
"230",385,0.81,39,4,368,0.0319,103,0.000309709,0.113972816,47.1,"DW","24-Jan",11,"325","Control","4","4A","T. repens","Chile","T. hybridum","Colorado","treat"
"231",387,0.16,6,1,9,0.002,9,0.000222222,0.002,21.7,"MH","24-Jan",11,"40","Nitrogen","3","3B","T. repens","Idaho","T. pratense","Pennsylvania","treat"
"232",388,0.54,31,7,73,0.0257,73,0.000352055,0.0257,46.5,"JL","24-Jan",11,"308","Control","6","6A","T. pratense","Pennsylvania","T. repens","Chile","treat"
"233",389,0.7,12,2,96,0.0474,96,0.00049375,0.0474,44.8,"JL","24-Jan",11,"145","Control","3","3A","T. pratense","Greece","T. pratense","Pennsylvania","treat"
"234",390,0.68,27,4,83,0.0696,83,0.000838554,0.0696,47.6,"JL","24-Jan",11,"796","Nitrogen","2","2B","T. hybridum","Russia","T. repens","Chile","treat"
"235",393,0.58,25,1,230,0.0457,100,0.000457,0.10511,45.1,"DW","24-Jan",11,"61","Nitrogen","5","5B","T. pratense","Germany","T. hybridum","Russia","treat"
"236",394,0.09,5,1,606,0.0013,103,1.26e-05,0.007648544,8.1,"DW","25-Jan",12,"478","Nitrogen","2","2B","T. repens","Chile","T. hybridum","Colorado","treat"
"237",395,0.53,5,1,235,0.0291,100,0.000291,0.068385,49.3,"JL","24-Jan",11,"61","Nitrogen","5","5B","T. pratense","Germany","T. pratense","Pennsylvania","treat"
"238",397,0.47,29,5,230,0.0391,100,0.000391,0.08993,27.2,"JL","24-Jan",11,"577","Nitrogen","3","3B","T. hybridum","Colorado","T. repens","Idaho","treat"
"239",400,1,55,5,107,0.0826,107,0.000771963,0.0826,44.4,"JL","24-Jan",11,"74","Control","1","1A","T. hybridum","Russia","T. repens","Idaho","treat"
"240",402,0.55,24,3,131,0.025,100,0.00025,0.03275,45.1,"JL","24-Jan",11,"61","Nitrogen","5","5B","T. pratense","Germany","T. repens","Idaho","treat"
"241",403,0.48,16,3,92,0.0408,92,0.000443478,0.0408,40.5,"JL","25-Jan",12,"100","Control","5","5A","T. hybridum","Russia","T. hybridum","Russia","treat"
"242",405,0.41,23,5,105,0.0303,105,0.000288571,0.0303,45,"JL","25-Jan",12,"50","Control","1","1A","T. pratense","Pennsylvania","T. repens","Idaho","treat"
"243",407,0.86,13,2,377,0.0482,100,0.000482,0.181714,37.9,"DW","25-Jan",12,"726","Control","6","6A","T. hybridum","Russia","T. pratense","Greece","treat"
"244",413,0.05,12,3,33,0.0084,33,0.000254545,0.0084,41.8,"DW","25-Jan",12,"381","Nitrogen","3","3B","T. repens","Chile","T. repens","Idaho","treat"
"245",414,0.39,14,3,261,0.0324,100,0.000324,0.084564,44.6,"DW","25-Jan",12,"837","Control","3","3A","T. hybridum","Russia","T. pratense","Greece","treat"
"246",416,0.23,19,3,83,0.03,83,0.000361446,0.03,46.7,"DW","25-Jan",12,"493","Control","5","5A","T. pratense","Greece","T. repens","Idaho","treat"
"247",417,1.02,18,3,381,0.022,107,0.000205607,0.078336449,54.7,"DW","25-Jan",12,"156","Nitrogen","2","2B","T. hybridum","Colorado","T. pratense","Pennsylvania","treat"
"248",418,0.09,4,1,259,0.022,100,0.00022,0.05698,19.6,"DW","25-Jan",12,"498","Nitrogen","5","5B","T. hybridum","Colorado","T. repens","Chile","treat"
"249",420,1.05,26,1,148,0.0183,100,0.000183,0.027084,52.3,"MH","25-Jan",12,"56","Nitrogen","5","5B","T. repens","Idaho","T. pratense","Pennsylvania","treat"
"250",421,0.59,8,2,388,0.0043,102,4.22e-05,0.016356863,43.1,"DW","25-Jan",12,"180","Control","5","5A","T. repens","Idaho","T. pratense","Pennsylvania","treat"
"251",422,0.65,24,3,177,0.023,100,0.00023,0.04071,46,"DW","25-Jan",12,"596","Nitrogen","1","1B","T. repens","Idaho","T. hybridum","Russia","treat"
"252",424,0.43,13,1,287,0.0466,100,0.000466,0.133742,41.1,"DW","25-Jan",12,"901","Control","2","2A","T. repens","Idaho","T. pratense","Greece","treat"
"253",425,0.56,24,4,204,0.0491,101,0.000486139,0.099172277,36.4,"DW","25-Jan",12,"97","Nitrogen","1","1B","T. hybridum","Colorado","T. repens","Idaho","treat"
"254",426,0.63,14,2,77,0.0353,77,0.000458442,0.0353,44.2,"JL","25-Jan",12,"762","Nitrogen","5","5B","T. pratense","Greece","T. pratense","Pennsylvania","treat"
"255",427,0.31,22,1,77,0.0212,77,0.000275325,0.0212,37.2,"MH","25-Jan",12,"318","Control","2","2A","T. pratense","Pennsylvania","T. hybridum","Colorado","treat"
"256",429,0.1,3,1,760,0.0125,100,0.000125,0.095,15.8,"MH","25-Jan",12,"498","Nitrogen","5","5B","T. hybridum","Colorado","T. repens","Idaho","treat"
"257",431,0.17,13,2,36,0.0072,36,2e-04,0.0072,39.6,"MH","25-Jan",12,"596","Nitrogen","1","1B","T. repens","Idaho","T. hybridum","Colorado","treat"
"258",432,0.14,9,2,28,0.011,28,0.000392857,0.011,34.5,"JL","25-Jan",12,"758","Control","1","1A","T. repens","Idaho","T. repens","Idaho","treat"
"259",434,0.037,13,1,15,0.0122,15,0.000813333,0.0122,32.8,"MH","25-Jan",12,"74","Control","1","1A","T. hybridum","Russia","T. hybridum","Russia","treat"
"260",436,0.32,14,3,25,0.0054,25,0.000216,0.0054,50.5,"MH","25-Jan",12,"717","Nitrogen","6","6B","T. pratense","Greece","T. repens","Idaho","treat"
"261",437,0.38,16,3,154,0.0191,100,0.000191,0.029414,54.5,"MH","25-Jan",12,"16","Nitrogen","3","3B","T. hybridum","Greece","T. repens","Idaho","treat"
"262",440,0.07,6,1,155,0.0102,100,0.000102,0.01581,42,"MH","25-Jan",12,"493","Control","5","5A","T. pratense","Greece","T. repens","Chile","treat"
"263",442,0.19,7,1,312,0.0193,112,0.000172321,0.053764286,20.7,"MH","25-Jan",12,"796","Nitrogen","2","2B","T. hybridum","Russia","T. pratense","Greece","treat"
"264",443,0.97,14,3,459,0.0353,100,0.000353,0.162027,44.3,"JL","25-Jan",12,"16","Nitrogen","3","3B","T. hybridum","Greece","T. pratense","Pennsylvania","treat"
"265",444,0.67,51,7,128,0.0444,100,0.000444,0.056832,45.8,"JL","25-Jan",12,"461","Control","2","2A","T. hybridum","Colorado","T. repens","Idaho","treat"
"266",446,0.78,63,8,205,0.0154,100,0.000154,0.03157,37.7,"JL","25-Jan",12,"859","Nitrogen","4","4B","T. repens","Chile","T. repens","Idaho","treat"
"267",448,0.27,11,2,63,0.0568,63,0.000901587,0.0568,41.4,"JL","25-Jan",12,"773","Nitrogen","4","4B","T. pratense","Greece","T. hybridum","Russia","treat"
"268",449,0.52,19,1,201,0.0708,100,0.000708,0.142308,41.7,"DW","26-Jan",13,"56","Nitrogen","5","5B","T. repens","Idaho","T. pratense","Greece","treat"
"269",452,0.23,9,1,829,0.0029,101,2.87e-05,0.02380297,34.4,"DW","26-Jan",13,"859","Nitrogen","4","4B","T. repens","Chile","T. hybridum","Colorado","treat"
"270",454,1.08,37,5,141,0.0294,100,0.000294,0.041454,54.5,"DW","26-Jan",13,"636","Control","1","1A","T. repens","Chile","T. repens","Idaho","treat"
"271",456,0.07,4,1,10,0.0094,10,0.00094,0.0094,6.8,"DW","26-Jan",13,"773","Nitrogen","4","4B","T. pratense","Greece","T. pratense","Pennsylvania","treat"
"272",461,0.96,19,3,419,0.0191,106,0.000180189,0.075499057,50.2,"DW","28-Jan",15,"228","Control","1","1A","T. pratense","Greece","T. pratense","Pennsylvania","treat"
"273",465,1.08,102,9,280,0.0461,100,0.000461,0.12908,42.4,"JL","26-Jan",13,"180","Control","5","5A","T. repens","Idaho","T. repens","Idaho","treat"
"274",466,0.16,7,1,23,0.0581,23,0.002526087,0.0581,25.5,"JL","26-Jan",13,"40","Nitrogen","3","3B","T. repens","Idaho","T. pratense","Pennsylvania","treat"
"275",467,0.38,20,1,160,0.0348,100,0.000348,0.05568,44.2,"MH","27-Jan",14,"717","Nitrogen","6","6B","T. pratense","Greece","T. hybridum","Russia","treat"
"276",468,0.54,6,1,138,0.0281,100,0.000281,0.038778,50.3,"MH","27-Jan",14,"837","Control","3","3A","T. hybridum","Russia","T. pratense","Pennsylvania","treat"
"277",470,0.07,4,1,82,0.0196,82,0.000239024,0.0196,9.1,"MH","26-Jan",13,"381","Nitrogen","3","3B","T. repens","Chile","T. hybridum","Russia","treat"
"278",471,0.81,33,1,75,0.0346,75,0.000461333,0.0346,44.1,"MH","26-Jan",13,"726","Control","6","6A","T. hybridum","Russia","T. hybridum","Russia","treat"
"279",472,0.73,13,2,125,0.0207,100,0.000207,0.025875,43.4,"JL","26-Jan",13,"538","Nitrogen","1","1B","T. hybridum","Russia","T. pratense","Pennsylvania","treat"
"280",473,0.49,26,2,55,0.0447,55,0.000812727,0.0447,46,"JL","26-Jan",13,"156","Nitrogen","2","2B","T. hybridum","Colorado","T. hybridum","Russia","treat"
"281",474,0.51,18,2,310,0.0251,100,0.000251,0.07781,37.6,"JL","26-Jan",13,"511","Nitrogen","3","3B","T. pratense","Pennsylvania","T. hybridum","Colorado","treat"
"282",475,0.16,12,1,299,0.0137,100,0.000137,0.040963,36.1,"MH","27-Jan",14,"116","Nitrogen","1","1B","T. pratense","Greece","T. pratense","Greece","treat"
"283",478,0.27,18,1,500,0.0107,101,0.000105941,0.052970297,35.3,"DW","28-Jan",15,"50","Control","1","1A","T. pratense","Pennsylvania","T. hybridum","Russia","treat"
"284",482,0.41,27,4,113,0.028,100,0.00028,0.03164,11.6,"JL","26-Jan",13,"837","Control","3","3A","T. hybridum","Russia","T. repens","Idaho","treat"
"285",484,0.54,22,4,57,0.0578,57,0.001014035,0.0578,43.8,"JL","26-Jan",13,"160","Control","5","5A","T. pratense","Pennsylvania","T. hybridum","Russia","treat"
"286",485,0.33,22,3,282,0.0136,100,0.000136,0.038352,38.4,"MH","27-Jan",14,"577","Nitrogen","3","3B","T. hybridum","Colorado","T. repens","Chile","treat"
"287",487,0.95,18,2,271,0.0338,102,0.000331373,0.089801961,49.2,"DW","28-Jan",15,"155","Control","4","4A","T. pratense","Greece","T. pratense","Pennsylvania","treat"
"288",489,0.79,75,5,239,0.0253,105,0.000240952,0.057587619,38.4,"DW","30-Jan",17,"56","Nitrogen","5","5B","T. repens","Idaho","T. repens","Idaho","treat"
"289",492,0.35,11,1,441,0.0058,101,5.74e-05,0.025324752,38.9,"DW","30-Jan",17,"449","Control","2","2A","T. hybridum","Russia","T. pratense","Greece","treat"
"290",493,0.33,10,1,147,0.0124,100,0.000124,0.018228,42.8,"MH","29-Jan",16,"493","Control","5","5A","T. pratense","Greece","T. pratense","Greece","treat"
"291",494,0.21,8,1,230,0.009,100,9e-05,0.0207,32,"MH","28-Jan",15,"511","Nitrogen","3","3B","T. pratense","Pennsylvania","T. pratense","Greece","treat"
"292",495,0.08,6,1,80,0.0126,80,0.0001575,0.0126,15.6,"JL","28-Jan",15,"729","Control","1","1A","T. hybridum","Colorado","T. hybridum","Russia","treat"
"293",496,0.39,30,4,182,0.0257,100,0.000257,0.046774,41.1,"JL","28-Jan",15,"527","Nitrogen","3","3B","T. pratense","Greece","T. repens","Chile","treat"
"294",499,0.6,30,5,35,0.0117,35,0.000334286,0.0117,45.8,"JL","30-Jan",17,"559","Control","4","4A","T. pratense","Pennsylvania","T. hybridum","Colorado","treat"
"295",502,0.48,22,2,138,0.0338,100,0.000338,0.046644,46.4,"JL","30-Jan",17,"156","Nitrogen","2","2B","T. hybridum","Colorado","T. hybridum","Russia","treat"
"296",504,0.38,21,3,205,0.0269,100,0.000269,0.055145,44.6,"JL","30-Jan",17,"651","Nitrogen","6","6B","T. hybridum","Russia","T. repens","Chile","treat"
"297",505,0.8,41,6,265,0.0233,100,0.000233,0.061745,45.7,"MH","29-Jan",16,"627","Control","6","6A","T. repens","Chile","T. repens","Chile","treat"
"298",506,NA,53,5,67,0.0212,67,0.000316418,0.0212,53.5,"MH","28-Jan",15,"461","Control","2","2A","T. hybridum","Colorado","T. repens","Chile","treat"
"299",507,0.91,28,4,165,0.019,100,0.00019,0.03135,46.8,"JL","28-Jan",15,"415","Control","3","3A","T. repens","Idaho","T. hybridum","Colorado","treat"
"300",509,0.39,12,2,192,0.0766,100,0.000766,0.147072,30.4,"JL","28-Jan",15,"180","Control","5","5A","T. repens","Idaho","T. pratense","Greece","treat"
"301",510,0.41,23,3,178,0.0338,100,0.000338,0.060164,45.5,"JL","30-Jan",17,"596","Nitrogen","1","1B","T. repens","Idaho","T. pratense","Greece","treat"
"302",513,0.005,1,1,0,NA,NA,NA,NA,NA,"MH","29-Jan",16,"3","Control","6","6A","T. repens","Idaho","T. pratense","Pennsylvania","treat"
"303",516,0.83,36,4,187,0.0395,100,0.000395,0.073865,45,"JL","30-Jan",17,"155","Control","4","4A","T. pratense","Greece","T. repens","Chile","treat"
"304",520,0.53,13,1,484,0.0163,100,0.000163,0.078892,50.2,"MH","28-Jan",15,"726","Control","6","6A","T. hybridum","Russia","T. pratense","Pennsylvania","treat"
"305",522,0.18,7,2,303,0.003,100,3e-05,0.00909,6.3,"MH","28-Jan",15,"762","Nitrogen","5","5B","T. pratense","Greece","T. hybridum","Russia","treat"
"306",523,0.67,60,8,233,0.019,100,0.00019,0.04427,41.9,"DW","30-Jan",17,"706","Control","4","4A","T. hybridum","Colorado","T. repens","Idaho","treat"
"307",527,0.58,27,3,170,0.0222,102,0.000217647,0.037,49.4,"DW","30-Jan",17,"627","Control","6","6A","T. repens","Chile","T. hybridum","Russia","treat"
"308",529,0.9,32,5,65,0.0072,65,0.000110769,0.0072,47.4,"MH","29-Jan",16,"231","Nitrogen","6","6B","T. repens","France","T. hybridum","Colorado","treat"
"309",533,0.24,15,1,188,0.0446,100,0.000446,0.083848,43,"MH","29-Jan",16,"449","Control","2","2A","T. hybridum","Russia","T. hybridum","Russia","treat"
"310",534,1.05,43,4,190,0.112,101,0.001108911,0.210693069,44.4,"DW","28-Jan",15,"61","Nitrogen","5","5B","T. pratense","Germany","T. repens","Idaho","treat"
"311",535,0.98,36,3,553,0.0302,101,0.00029901,0.165352475,48.2,"DW","28-Jan",15,"511","Nitrogen","3","3B","T. pratense","Pennsylvania","T. repens","Idaho","treat"
"312",537,0.69,10,1,729,0.0139,100,0.000139,0.101331,45,"MH","28-Jan",15,"577","Nitrogen","3","3B","T. hybridum","Colorado","T. pratense","Pennsylvania","treat"
"313",538,0.85,23,1,271,0.0154,111,0.000138739,0.037598198,42,"DW","30-Jan",17,"74","Control","1","1A","T. hybridum","Russia","T. pratense","Greece","treat"
"314",543,0.6,30,4,477,0.0234,102,0.000229412,0.109429412,45.4,"DW","30-Jan",17,"527","Nitrogen","3","3B","T. pratense","Greece","T. repens","Idaho","treat"
"315",544,0.65,47,4,253,0.0374,101,0.000370297,0.093685149,52.1,"DW","30-Jan",17,"762","Nitrogen","5","5B","T. pratense","Greece","T. repens","Idaho","treat"
"316",546,0.05,3,1,52,8e-04,52,1.54e-05,8e-04,NA,"DW","31-Jan",18,"651","Nitrogen","6","6B","T. hybridum","Russia","T. hybridum","Colorado","treat"
"317",551,0.65,25,3,186,0.003,101,2.97e-05,0.005524752,47,"DW","31-Jan",18,"461","Control","2","2A","T. hybridum","Colorado","T. hybridum","Colorado","treat"
"318",552,0.005,3,1,0,NA,NA,NA,NA,NA,"DW","31-Jan",18,"559","Control","4","4A","T. pratense","Pennsylvania","T. hybridum","Russia","treat"
